,mean(bx),max(bx),std(bx),min(bx),cv(bx),minmax(bx),mean(by),max(by),std(by),min(by),cv(by),minmax(by),mean(bz),max(bz),std(bz),min(bz),cv(bz),minmax(bz),mean(bt),max(bt),std(bt),min(bt),cv(bt),minmax(bt),mean(vt),max(vt),std(vt),min(vt),cv(vt),minmax(vt),mean(np),max(np),std(np),min(np),cv(np),minmax(np),mean(tp),max(tp),std(tp),min(tp),cv(tp),minmax(tp),Target
42,-0.682862619717547,17.309209417739602,9.107330250860839,-17.963717978092593,13.336987540228678,-1.0378127356690368,-10.835896602169141,10.033573717596054,6.094615802921471,-22.228079185899304,0.5624468400428853,-2.2153700975872166,0.8663353563267837,16.319029403259716,7.941911162951723,-17.086984261259826,9.167248115816268,-1.0470588561992977,17.055874921514942,24.4273935146431,3.3003610628611795,6.692090027666054,0.1935028884796743,0.27395841572922847,488.26849365234375,488.26849365234375,0.0,488.26849365234375,0.0,1.0,3.2852020263671875,3.2852020263671875,0.0,3.2852020263671875,0.0,1.0,128847.24802673023,128847.24802673023,0.0,128847.24802673023,0.0,1.0,23.53323435951946
43,4.748263772156942,9.78533420329509,3.4313525095259894,-6.254417390406179,0.7226541477427794,-0.6391623689561958,-4.546914567038124,4.639128138061314,2.819153161910196,-11.385392939196237,0.6200145440046396,-2.454209627405157,0.6268525609954616,7.747464353048758,3.710804396809466,-10.236756750536106,5.919740346783607,-1.3213041434011592,8.401837751144232,12.394389082033376,2.5523286099001496,2.5244934025783916,0.30378218260077117,0.2036803416344126,488.26849365234375,488.26849365234375,0.0,488.26849365234375,0.0,1.0,3.2852020263671875,3.2852020263671875,0.0,3.2852020263671875,0.0,1.0,128847.24802673025,128847.24802673023,1.4551915228366852e-11,128847.24802673023,1.1293927849625438e-16,1.0,12.394389082033376
44,1.243140100876482,10.515006307690236,3.8566474789047955,-8.57084300375742,3.1023433933034963,-0.8151058356939894,-3.673224451942172,11.21846014694035,5.85597076806527,-13.914411740201707,1.5942316742906897,-1.2403138717746958,-1.9835591336832177,15.292200210709122,8.551459441534222,-12.946051941731016,4.311169400659735,-0.8465787632485285,11.436624881805953,16.646565416537936,3.2356877673240665,2.2844006808965855,0.28292331004679416,0.13722954998435247,488.26849365234375,488.26849365234375,0.0,488.26849365234375,0.0,1.0,3.2852020263671875,3.2852020263671875,0.0,3.2852020263671875,0.0,1.0,128847.24802673023,128847.24802673023,0.0,128847.24802673023,0.0,1.0,16.646565416537936
45,-1.3294319367201937,5.543881835471779,1.7329691437633412,-5.76142567069842,1.3035410808910635,-1.039240344885188,-4.590168263372904,5.579356224951926,3.651604888788917,-9.536047492666858,0.7955274576591838,-1.7091662744206702,-1.3201540337741062,3.9893560391630962,2.8924248855166175,-10.87672556243264,2.190975304031488,-2.726436411204452,6.626989929446748,12.528871023811343,2.3165420660475067,0.5296378614362932,0.34956173024408116,0.04227339082904653,488.26849365234375,488.26849365234375,0.0,488.26849365234375,0.0,1.0,3.2852020263671875,3.2852020263671875,0.0,3.2852020263671875,0.0,1.0,128847.24802673026,128847.24802673023,2.9103830456733704e-11,128847.24802673023,2.2587855699250877e-16,1.0,12.528871023811343
46,5.215514257782626,11.41535519043579,6.229192447167814,-7.440390978323908,1.1943582433645101,-0.6517879517719909,4.931290996974655,9.90136751691843,2.4250022744571047,0.027525440503566645,0.49175809660083797,0.002779963520850431,2.5871444966788975,8.556495972161011,4.282409350634041,-6.096824418533986,1.6552648513182566,-0.712537519841102,10.868650317109065,12.876380049569628,1.7628049303455517,6.2894613924010585,0.16219170540159925,0.48844949964111023,488.26849365234375,488.26849365234375,0.0,488.26849365234375,0.0,1.0,3.2852020263671875,3.2852020263671875,0.0,3.2852020263671875,0.0,1.0,128847.24802673026,128847.24802673023,2.9103830456733704e-11,128847.24802673023,2.2587855699250877e-16,1.0,12.876380049569628
47,3.4482551606696044,8.122573655586786,2.6621474103296485,-4.701598130933506,0.772027383789283,-0.5788310860929776,-2.6180190892271162,6.139679744141299,4.738294160121332,-11.297783864683964,1.8098776206861642,-1.8401259243960912,0.4332168873010972,8.479589142097158,3.503039603459986,-12.775209930337471,8.086110459090394,-1.5065835993060777,7.652451324058872,13.493724493278789,1.4771256055489896,4.015771587807567,0.19302646210959756,0.29760290346878054,352.54242445684736,407.23078830929893,20.719872625351357,315.98091755459984,0.058772707021783006,0.7759259039977272,11.025769808878225,38.34712924580073,6.119660954074603,4.1904575023239685,0.5550325337961345,0.10927695461800056,65284.694852589666,128814.87677394302,19029.036155891652,33742.094136644955,0.2914777529229245,0.2619425254418315,9.698079198747449
48,-1.2435981529554352,5.3322478862306975,3.8502634489380245,-8.372846791113238,3.0960671980637784,-1.5702283482983204,-2.3116647648638295,12.023197080112613,5.121018438116283,-11.11865576288151,2.21529458594224,-0.924766989079195,-4.930105358495975,8.31829895816069,7.397755097506076,-14.858961071533315,1.500526775712336,-1.7862980335608025,10.384611209734606,15.902158036487469,4.37404368657932,2.3622213825432636,0.4212043761907101,0.14854722089436864,399.79095903631355,425.05705792838927,13.965290127502243,355.73333230111007,0.03493148059467187,0.8369072473113518,9.161521930085271,46.72651843596213,7.050610020132554,1.3613538446809161,0.7695893841588971,0.02913450199690413,112633.6349555659,199336.73313381182,31136.122929521534,23717.84471038664,0.27643716676465935,0.11898381365799347,15.902158036487469
49,-1.6437065445388948,5.16656456819394,2.7107167262466065,-9.596728501327384,1.649148830886378,-1.8574680282534595,-2.1375119044287345,11.017199764992933,4.707474758770794,-11.291686876298758,2.202315107119322,-1.024914417198643,-2.3396901889715296,7.254000877687355,3.3037951003052433,-12.390245488734266,1.412065202426442,-1.708056794815883,6.982731423747973,12.823542222180262,2.0999300534839227,0.96891670391906,0.30073189502064335,0.07555764913716052,362.37894685714997,423.55521252646724,29.09598255015987,299.8781120419726,0.08029159199921602,0.7080024119009838,9.960056408841922,36.25194387820212,7.928878572583972,2.508139697174978,0.7960676372821749,0.06918635054720731,85056.8079965238,185717.3731909425,27365.805939216454,13996.261059891478,0.32173563273541694,0.0753632297259634,6.19959914519687
50,0.7817222805280091,7.663090058731861,3.349318064970573,-9.118742702227667,4.284537038791192,-1.1899563534213113,4.593451159100755,12.215734525294678,5.997230076794635,-11.79035437621827,1.3056044070290482,-0.9651776855337197,-4.170437506395734,6.535670556552619,4.228037736531964,-11.526428044104591,1.0138115557535379,-1.7636182767119852,9.982453055772831,13.020651666832466,2.124868573547234,4.09289684740047,0.2128603622451725,0.31433886353217755,369.9868445687358,407.55563017741343,9.594839629657374,350.61795407561056,0.02593292104977763,0.860294713443126,19.631796163730144,44.43257462668762,6.68476863042178,6.459535258970126,0.3405072350319085,0.14537836965878462,57240.40744994465,214944.28297486313,33584.780637903255,15500.889458093423,0.5867320330882049,0.07211584901705057,13.020651666832466
51,1.3536759497556392,6.049330850186239,3.015851912238429,-4.153663426852201,2.227897978672695,-0.686631882057554,2.7626570043340926,6.374671376430803,2.5672499989549564,-2.713550982148936,0.929268452409192,-0.4256769991598,0.3260397061338749,5.136269908273231,3.3617200190169445,-6.441559680689215,10.310768767643875,-1.2541318497132505,5.797254170778448,8.186835702952433,1.71760154571906,2.109921766054786,0.29627846134067687,0.2577212787223617,344.18477772211776,360.5643323193312,6.2571377237510974,330.022029277119,0.01817958878124146,0.9152930550680131,9.00686579662946,20.52741174014139,3.321975794098182,3.6982177413170723,0.36882705583792846,0.18015996308415255,80259.85375249047,154917.34183487462,29029.827354605328,32698.00597879948,0.3616979847001594,0.21106743500448175,8.186835702952433
